Key,Student_ID,Question_ID,Source_Data,Chosen_Option,Reasoning_ID,Reasoning,Score
Pulley9-10-81_q10,Pulley9-10-81,q10,Pulley_Post_Y2,1,q10a,"This will reduce friction compared to a rusty pully and both will stay the same distance needed to pull but the rusty pulley will have more friction, increasing force only and therefore the well oiled pulley uses less force.",2
Pulley9-10-81_q11,Pulley9-10-81,q11,Pulley_Post_Y2,2,q11a,He increased the distance without increasing the force and that increases work.,2
Pulley9-10-81_q13,Pulley9-10-81,q13,Pulley_Post_Y2,4,q13a,"This increases the distance you pull and when you increase the top part of a fraction like in this-  distance you pull/distance object moved then the Answer, MA, would increase.",2
Pulley9-10-81_q14,Pulley9-10-81,q14,Pulley_Post_Y2,3,q14a,1,1
Pulley9-10-80_q3a,Pulley9-10-80,q3a,Pulley_Post_Y2,3,q3b,it is like the same pulley just at a different place.,0
Pulley9-10-80_q3c,Pulley9-10-80,q3c,Pulley_Post_Y2,1,q3d,pulleying up is more hard then pulleying down ,0
Pulley9-10-80_q4,Pulley9-10-80,q4,Pulley_Post_Y2,1,q4a,with a rusty pulley the pulley wont slide well on the axle as if it were on a well oiled axle ,1
Pulley9-10-80_q7a1,Pulley9-10-80,q7a1,Pulley_Post_Y2,1,q7a2,you are just pulleying up with a moveable pulley,0
Pulley9-10-80_q7b1,Pulley9-10-80,q7b1,Pulley_Post_Y2,3,q7b2,work is the same 2 numbers the whole time ,1
Pulley9-10-80_q9,Pulley9-10-80,q9,Pulley_Post_Y2,3,q9a,work stays the same,1
Pulley9-10-80_q10,Pulley9-10-80,q10,Pulley_Post_Y2,2,q10a,one will be harder to slide accross the axle,1
Pulley9-10-80_q11,Pulley9-10-80,q11,Pulley_Post_Y2,3,q11a,just pulled it ferther ,0
Pulley9-10-80_q13,Pulley9-10-80,q13,Pulley_Post_Y2,4,q13a,the distance pulled will be greater ,2
Pulley9-10-80_q14,Pulley9-10-80,q14,Pulley_Post_Y2,2,q14a,more pulleys ,0
Pulley9-10-8_q3a,Pulley9-10-8,q3a,Pulley_Post_Y2,3,q3b,They both use the same amount of distance.,0
Pulley9-10-8_q3c,Pulley9-10-8,q3c,Pulley_Post_Y2,3,q3d,They both use the same amount of applied force.,0
Pulley9-10-8_q4,Pulley9-10-8,q4,Pulley_Post_Y2,1,q4a,There wont be as much friction. ,2
Pulley9-10-8_q7a1,Pulley9-10-8,q7a1,Pulley_Post_Y2,3,q7a2,They both use the same amount of applied force; same as question 3c.,0
Pulley9-10-8_q7b1,Pulley9-10-8,q7b1,Pulley_Post_Y2,3,q7b2,"The distance is the same and the force is the same, so the work will stay the same.",0
Pulley9-10-8_q9,Pulley9-10-8,q9,Pulley_Post_Y2,3,q9a,"Jane is applying more force but has less distane. Mary has less applied force, but moves a greater distance. ",2
Pulley9-10-8_q10,Pulley9-10-8,q10,Pulley_Post_Y2,2,q10a,The rust will cause more friction wjich will make for more applied force in the same amount of distane so the rusty pulley will have more work.,2
Pulley9-10-8_q11,Pulley9-10-8,q11,Pulley_Post_Y2,2,q11a,"The applied force is the same, but the distance is more so it requires more work. ",2
Pulley9-10-8_q13,Pulley9-10-8,q13,Pulley_Post_Y2,4,q13a,It has the most pulleys in its system so the mechanical advantage will be greater.,1
Pulley9-10-8_q14,Pulley9-10-8,q14,Pulley_Post_Y2,2,q14a,"It has more pulleys, so its mechanical advantage will be greater.",0
Pulley9-10-79_q3a,Pulley9-10-79,q3a,Pulley_Post_Y2,1,q3b,the pulley could move so the distance would be more,1
Pulley9-10-79_q3c,Pulley9-10-79,q3c,Pulley_Post_Y2,3,q3d,a single fixed pulley doesnt reduce force ,0
Pulley9-10-79_q4,Pulley9-10-79,q4,Pulley_Post_Y2,1,q4a,if the pulley is rusted then there will be more friction which will cause more force to be needed,2
Pulley9-10-79_q7a1,Pulley9-10-79,q7a1,Pulley_Post_Y2,2,q7a2,in the lab the moveable pulleys decreased the amount of force needed,1
Pulley9-10-79_q7b1,Pulley9-10-79,q7b1,Pulley_Post_Y2,3,q7b2,the distance would go up and force goes down so the work is the same,2
Pulley9-10-79_q9,Pulley9-10-79,q9,Pulley_Post_Y2,3,q9a,the distance goes up and force goes down so work stays the same,2
Pulley9-10-79_q10,Pulley9-10-79,q10,Pulley_Post_Y2,2,q10a,the distance is the same but the force is more because the pulley is rusty therefore the work is more,2
Pulley9-10-79_q11,Pulley9-10-79,q11,Pulley_Post_Y2,1,q11a,the distance was more doing 2m than 1m and the force was the same so the work is more in 1m,0
Pulley9-10-79_q13,Pulley9-10-79,q13,Pulley_Post_Y2,4,q13a,the double compound has more less force than the others so the mechanical advantage is greater,1
Pulley9-10-79_q14,Pulley9-10-79,q14,Pulley_Post_Y2,3,q14a,same amount of force needed because in the lab adding another fixed pulley didnt change anything,1
Pulley9-10-78_q3a,Pulley9-10-78,q3a,Pulley_Post_Y2,3,q3b,The movible and the sigle fixed are he same because they don't have any suppporting strands. ,0
Pulley9-10-78_q3c,Pulley9-10-78,q3c,Pulley_Post_Y2,3,q3d,they are both only have one pulley on and are not compound with one strand so it would stay the same.,0
Pulley9-10-78_q4,Pulley9-10-78,q4,Pulley_Post_Y2,1,q4a,there would be less friction causing the A.P.to be less ,2
Pulley9-10-78_q7a1,Pulley9-10-78,q7a1,Pulley_Post_Y2,2,q7a2,A double compound pullet has supoporting strands so the A.P.  would be less. ,2
Pulley9-10-78_q7b1,Pulley9-10-78,q7b1,Pulley_Post_Y2,2,q7b2,the work would decrease beacuase again there is more supporting strands,0
Pulley9-10-78_q9,Pulley9-10-78,q9,Pulley_Post_Y2,1,q9a,The work done is decreased by Mary using the pulley system because she is using the fulcrum of the pulley and a wheel and axle.,0
Pulley9-10-78_q10,Pulley9-10-78,q10,Pulley_Post_Y2,1,q10a,less friction,0
Pulley9-10-78_q11,Pulley9-10-78,q11,Pulley_Post_Y2,2,q11a,distance x force = A.F.,1
Pulley9-10-78_q13,Pulley9-10-78,q13,Pulley_Post_Y2,4,q13a,there is more supporting strands,2
Pulley9-10-78_q14,Pulley9-10-78,q14,Pulley_Post_Y2,3,q14a,there are two pullies but there isn't any supporting strands,2
Pulley9-10-77_q3a,Pulley9-10-77,q3a,Pulley_Post_Y2,1,q3b,Ya gotta pull it more to make it go the same distance...obviously. I picked it because it takes less aplide force and its the right answer,1
Pulley9-10-77_q3c,Pulley9-10-77,q3c,Pulley_Post_Y2,2,q3d,The aplide force is less in a movable pulley vs a fixed pulley,1
Pulley9-10-77_q4,Pulley9-10-77,q4,Pulley_Post_Y2,1,q4a,The friction would go down,2
Pulley9-10-77_q7a1,Pulley9-10-77,q7a1,Pulley_Post_Y2,2,q7a2,Bcuz a single movable pulley uses less aplide force so to get the right answer i pick...the right answer! good!sorry im a little mad today I'm ussually not like that.,1
Pulley9-10-77_q7b1,Pulley9-10-77,q7b1,Pulley_Post_Y2,3,q7b2,1,1
Pulley9-10-77_q9,Pulley9-10-77,q9,Pulley_Post_Y2,3,q9a,"Bcuz work is always the same right?Anyway hahahahahahahahahahahahahahaha Mary and Jane hahahahahahahahahahahahahahahaha i'm still mad though, thanks for trying I apreciate that.",1
Pulley9-10-77_q10,Pulley9-10-77,q10,Pulley_Post_Y2,2,q10a,Bcuz more friction,2
Pulley9-10-77_q11,Pulley9-10-77,q11,Pulley_Post_Y2,2,q11a,"Ah deedeedee he lifted it more so that would be,suprise suprise,MORE WORK!You guys probably hate my aditude, but i didnt have it on the other tests so I hope you remember that",1
Pulley9-10-77_q13,Pulley9-10-77,q13,Pulley_Post_Y2,4,q13a,It uses the least amount of force so the MA would go up,1
Pulley9-10-77_q14,Pulley9-10-77,q14,Pulley_Post_Y2,2,q14a,Less force,0
Pulley9-10-76_q3a,Pulley9-10-76,q3a,Pulley_Post_Y2,3,q3b,same string and only one pully,0
Pulley9-10-76_q3c,Pulley9-10-76,q3c,Pulley_Post_Y2,3,q3d,it its still one pully,0
Pulley9-10-76_q4,Pulley9-10-76,q4,Pulley_Post_Y2,1,q4a,less friction to over come,2
Pulley9-10-76_q7a1,Pulley9-10-76,q7a1,Pulley_Post_Y2,3,q7a2,it is still one pully only,0
Pulley9-10-76_q7b1,Pulley9-10-76,q7b1,Pulley_Post_Y2,3,q7b2,same distance and force,0
Pulley9-10-76_q9,Pulley9-10-76,q9,Pulley_Post_Y2,2,q9a,pullys uses more work but less friction,0
Pulley9-10-76_q10,Pulley9-10-76,q10,Pulley_Post_Y2,2,q10a,more force is applyed so work goes up,2
Pulley9-10-76_q11,Pulley9-10-76,q11,Pulley_Post_Y2,2,q11a,more distance pulled more work,1
Pulley9-10-76_q13,Pulley9-10-76,q13,Pulley_Post_Y2,4,q13a,more pullyes more distance pulled more ma,2
Pulley9-10-76_q14,Pulley9-10-76,q14,Pulley_Post_Y2,2,q14a,more pullyes so more distance pulled,0
Pulley9-10-75_q3a,Pulley9-10-75,q3a,Pulley_Post_Y2,1,q3b,the distance would increase because your pulling higher.,0
Pulley9-10-75_q3c,Pulley9-10-75,q3c,Pulley_Post_Y2,1,q3d,It is harder than pulling up than pulling down.,0
Pulley9-10-75_q4,Pulley9-10-75,q4,Pulley_Post_Y2,1,q4a,It would make less friction.,2
Pulley9-10-75_q7a1,Pulley9-10-75,q7a1,Pulley_Post_Y2,2,q7a2,It will decrease because your pulling down.,0
Pulley9-10-75_q7b1,Pulley9-10-75,q7b1,Pulley_Post_Y2,2,q7b2,It s harder to up rather than down.,0
Pulley9-10-75_q9,Pulley9-10-75,q9,Pulley_Post_Y2,2,q9a,Mary because it less distance.,0
Pulley9-10-75_q10,Pulley9-10-75,q10,Pulley_Post_Y2,1,q10a,less friction,0
Pulley9-10-75_q11,Pulley9-10-75,q11,Pulley_Post_Y2,2,q11a,He is going less distance.,1
Pulley9-10-75_q13,Pulley9-10-75,q13,Pulley_Post_Y2,1,q13a,there is less distance.,0
Pulley9-10-75_q14,Pulley9-10-75,q14,Pulley_Post_Y2,2,q14a,The more pulleys the better.,0
Pulley9-10-74_q3a,Pulley9-10-74,q3a,Pulley_Post_Y2,3,q3b,your still pulling the same distance ,0
Pulley9-10-74_q3c,Pulley9-10-74,q3c,Pulley_Post_Y2,1,q3d,your pulling up which is harder than pulling down ,0
Pulley9-10-74_q4,Pulley9-10-74,q4,Pulley_Post_Y2,1,q4a,the oiled is moving easier than the rust one,1
Pulley9-10-74_q7a1,Pulley9-10-74,q7a1,Pulley_Post_Y2,1,q7a2,your pulling up which is harder than pulling down ,0
Pulley9-10-74_q7b1,Pulley9-10-74,q7b1,Pulley_Post_Y2,3,q7b2,when thers no friction the work stays the same,1
Pulley9-10-74_q9,Pulley9-10-74,q9,Pulley_Post_Y2,1,q9a,the compound has more supporting strands,0
Pulley9-10-74_q10,Pulley9-10-74,q10,Pulley_Post_Y2,3,q10a,the distance pulled is the same still and distance oblect moved,0
Pulley9-10-74_q11,Pulley9-10-74,q11,Pulley_Post_Y2,2,q11a,the distance pulled will change because hes pulling it higher,1
Pulley9-10-74_q13,Pulley9-10-74,q13,Pulley_Post_Y2,4,q13a,thers more supporting strands which adds to M.A.,2
Pulley9-10-74_q14,Pulley9-10-74,q14,Pulley_Post_Y2,3,q14a,on the simulation there was a buuen that add a pully to the side and it change anything,1
Pulley9-10-73_q3a,Pulley9-10-73,q3a,Pulley_Post_Y2,1,q3b,a single movable requires less applied force and the more distance pulled the less applied force.,2
Pulley9-10-73_q3c,Pulley9-10-73,q3c,Pulley_Post_Y2,2,q3d,the more supporting strands the less applied force.,2
Pulley9-10-73_q4,Pulley9-10-73,q4,Pulley_Post_Y2,1,q4a,when its rusty it will have more friction and that is more applied force.,2
Pulley9-10-73_q7a1,Pulley9-10-73,q7a1,Pulley_Post_Y2,2,q7a2,the more supporting strands the less applied force,2
Pulley9-10-73_q7b1,Pulley9-10-73,q7b1,Pulley_Post_Y2,1,q7b2,i dont know,0
Pulley9-10-73_q9,Pulley9-10-73,q9,Pulley_Post_Y2,2,q9a,i dont know,0
Pulley9-10-73_q10,Pulley9-10-73,q10,Pulley_Post_Y2,4,q10a,i dont know,0
Pulley9-10-73_q11,Pulley9-10-73,q11,Pulley_Post_Y2,2,q11a,i dont know,0
Pulley9-10-73_q13,Pulley9-10-73,q13,Pulley_Post_Y2,4,q13a,i dont know,0
Pulley9-10-73_q14,Pulley9-10-73,q14,Pulley_Post_Y2,2,q14a,i dont know,0
Pulley9-10-72_q3a,Pulley9-10-72,q3a,Pulley_Post_Y2,1,q3b,The distance would increase because the force will decrease.,2
Pulley9-10-72_q3c,Pulley9-10-72,q3c,Pulley_Post_Y2,2,q3d,Applied force required in a movable pulley is less than in a fixed pulley.,1
Pulley9-10-72_q4,Pulley9-10-72,q4,Pulley_Post_Y2,1,q4a,"A well oiled pulley has less friction, so that would make the pulley use less applied force.",2
Pulley9-10-72_q7a1,Pulley9-10-72,q7a1,Pulley_Post_Y2,2,q7a2,Applied force required in a movable pulley is less than in a fixed pulley.,1
Pulley9-10-72_q7b1,Pulley9-10-72,q7b1,Pulley_Post_Y2,3,q7b2,"In a movable pulley you are pulling more distance, and in a fixed pulley you are using more force, so the work is the same.",2
Pulley9-10-72_q9,Pulley9-10-72,q9,Pulley_Post_Y2,1,q9a,"Jane needs to use more force to lift the object to the same height as mary is, but mary's pulley reduces force, which also reduces work.",0
Pulley9-10-72_q10,Pulley9-10-72,q10,Pulley_Post_Y2,2,q10a,"A rusty pulley would increase applied force, which would also increase the work. (f*d=w)",2
Pulley9-10-72_q11,Pulley9-10-72,q11,Pulley_Post_Y2,2,q11a,"He is using the same applied force, but over a greater distance so his work would increase.",2
Pulley9-10-72_q13,Pulley9-10-72,q13,Pulley_Post_Y2,4,q13a,"The MA is the greatest in a compound pulley, so in a double compound, it is much better than a fixed or movable pulley.",1
Pulley9-10-72_q14,Pulley9-10-72,q14,Pulley_Post_Y2,2,q14a,"The distance the string is pulled goes up, so the MA goes up too.",0
Pulley9-10-71_q3a,Pulley9-10-71,q3a,Pulley_Post_Y2,1,q3b,"Since movable pulleys decrease applied force, they increase distance.",2
Pulley9-10-71_q3c,Pulley9-10-71,q3c,Pulley_Post_Y2,2,q3d,"Movable pulleys have a MA of 2, so the applied force would decrease.",2
Pulley9-10-71_q4,Pulley9-10-71,q4,Pulley_Post_Y2,1,q4a,"A well-oiled pulley would have less friction, making less applied force required.",2
Pulley9-10-71_q7a1,Pulley9-10-71,q7a1,Pulley_Post_Y2,2,q7a2,Movable pulleys decrease applied force because they have a MA of 2.,2
Pulley9-10-71_q7b1,Pulley9-10-71,q7b1,Pulley_Post_Y2,3,q7b2,The work would stay the same because the distance would increase.,1
Pulley9-10-71_q9,Pulley9-10-71,q9,Pulley_Post_Y2,3,q9a,They are doing the same work because Mary decreases applied force and increases distance. ,2
Pulley9-10-71_q10,Pulley9-10-71,q10,Pulley_Post_Y2,2,q10a,Friction causes applied force to go up without decreasing distance.,2
Pulley9-10-71_q11,Pulley9-10-71,q11,Pulley_Post_Y2,2,q11a,He increased the distance without decreasing the applied force.,2
Pulley9-10-71_q13,Pulley9-10-71,q13,Pulley_Post_Y2,4,q13a,"A double compound pulley will have a mechanical advantage of 4, which is greater than the rest.  This is because the distance pulled is longer with more movable pulleys.",2
Pulley9-10-71_q14,Pulley9-10-71,q14,Pulley_Post_Y2,3,q14a,"Fixed pulleys have a MA of 1, and together, they will still have a MA of 1.",1
Pulley9-10-70_q3a,Pulley9-10-70,q3a,Pulley_Post_Y2,1,q3b,"because the single fixed pulley uses the least amount string, a commparisin is the quaduple pulley uses the most amount of string ",1
Pulley9-10-70_q3c,Pulley9-10-70,q3c,Pulley_Post_Y2,2,q3d,well in our expiriments we leaned that the single fixed pulley doed not even decrease the applied force ,1
Pulley9-10-70_q4,Pulley9-10-70,q4,Pulley_Post_Y2,1,q4a,the more smoothed or oiled the less fricton will ocurr. the more friction the more applied force is nedded,2
Pulley9-10-70_q7a1,Pulley9-10-70,q7a1,Pulley_Post_Y2,2,q7a2,well even tho the movable pulley does not decease the applied force that much it is better than the single fixed pulley which does not even decrease the applied force ,1
Pulley9-10-70_q7b1,Pulley9-10-70,q7b1,Pulley_Post_Y2,1,q7b2,because the movable pulley you have to pull the string a longer distance so work is force x DISTANCE,0
Pulley9-10-70_q9,Pulley9-10-70,q9,Pulley_Post_Y2,1,q9a,wel we know tht all pulley excpt single fixed pulleys reduce the force making mary do the less force,0
Pulley9-10-70_q10,Pulley9-10-70,q10,Pulley_Post_Y2,1,q10a,if it is rusty it will make more friction which makes more force which makes more WORK,0
Pulley9-10-70_q11,Pulley9-10-70,q11,Pulley_Post_Y2,2,q11a,because in box 2 he lifted the box higher which causes more wok because work= force x distance,1
Pulley9-10-70_q13,Pulley9-10-70,q13,Pulley_Post_Y2,4,q13a,the MA would be 4 and the more pulleys right next to each other the more MA there is,2
Pulley9-10-70_q14,Pulley9-10-70,q14,Pulley_Post_Y2,1,q14a,because the distance pulled is going to be bigger in b,0
Pulley9-10-7_q3a,Pulley9-10-7,q3a,Pulley_Post_Y2,2,q3b,cause single fix uses less string to pull it up,0
Pulley9-10-7_q3c,Pulley9-10-7,q3c,Pulley_Post_Y2,1,q3d,cause your lifting it higher and higher,0
Pulley9-10-7_q4,Pulley9-10-7,q4,Pulley_Post_Y2,1,q4a,the smoother the pulley the easier to pull,1
Pulley9-10-7_q7a1,Pulley9-10-7,q7a1,Pulley_Post_Y2,2,q7a2,cause the movable in our experiment required less force to lift the object up,1
Pulley9-10-7_q7b1,Pulley9-10-7,q7b1,Pulley_Post_Y2,2,q7b2,cause in our experiment itrequired less work to lift the objest up,0
Pulley9-10-7_q9,Pulley9-10-7,q9,Pulley_Post_Y2,1,q9a,sense friction doesnt matter its easier to lift it up,0
Pulley9-10-7_q10,Pulley9-10-7,q10,Pulley_Post_Y2,2,q10a,sense the pulley isnt smooth more friction accuries,2
Pulley9-10-7_q11,Pulley9-10-7,q11,Pulley_Post_Y2,2,q11a,the higher u lift it the more work is needed,1
Pulley9-10-7_q13,Pulley9-10-7,q13,Pulley_Post_Y2,4,q13a,in a double compound pulley there is more M.A. ,1
Pulley9-10-7_q14,Pulley9-10-7,q14,Pulley_Post_Y2,2,q14a,in our experiment the double fix had more M.A.,0
Pulley9-10-69_q3a,Pulley9-10-69,q3a,Pulley_Post_Y2,1,q3b,Because the srting would be longer,1
Pulley9-10-69_q3c,Pulley9-10-69,q3c,Pulley_Post_Y2,2,q3d,I dont know,0
Pulley9-10-69_q4,Pulley9-10-69,q4,Pulley_Post_Y2,1,q4a,Because if you used a rusty one it would be all scrapey ,1
Pulley9-10-69_q7a1,Pulley9-10-69,q7a1,Pulley_Post_Y2,2,q7a2,Because a single movable is easier and smooth :),1
Pulley9-10-69_q7b1,Pulley9-10-69,q7b1,Pulley_Post_Y2,1,q7b2,Because you are lifting a watermelon and that requires alot of work. ;) ,0
Pulley9-10-69_q9,Pulley9-10-69,q9,Pulley_Post_Y2,1,q9a,Beacause Jane is lifting the box striaght up as to mary is using a pulley ,0
