student code,"q3a: You used a single fixed pulley to lift a watermelon to your tree house.  If you changed it to a single movable pulley and ignore the effects of friction, the distance pulled would:

Correct option = 1, ""Increase""",,q3b: Explain your reasoning about the distance pulled. ,q3b code,"q3c: the applied force required would: 

Correct option = 2, ""Decrease""",,q3d:Explain your reasoning about the applied force required. ,q3d code,"q4: Which of the following will require less applied force to lift a load to a height of 2 meters using a single fixed pulley? 

Correct option = 1, ""A well-oiled pulley""",,q4a: Explain your reasoning about the applied force required. ,q4a code,"q7a1: You used a single fixed pulley to lift a watermelon to your tree house.  If you used a single movable pulley instead and ignore the effects of friction, the applied force needed would: 

Correct option = 2, ""Decrease""",,q7a2: Explain your reasoning about the applied force needed.,q7a2 code,"q7b1: ...the work done would: 

Correct option = 3, ""Stay the same""",,q7b2: Explain your reasoning about the work done.,q7b2 code,"q9: Jane is lifting a box straight up to a height of 1 meter. Mary is using the pulley shown below to lift the same box to the same height.  If you ignore friction, what can you tell about the work done by Jane and Mary?

Correct option = 3, ""Jane and Mary are doing the same work""",,q9a: Explain your reasoning about the work done in this question.,q9a code,"q10: Which of the following will require more work to lift a load to a height of 2 meters if you are using a single fixed pulley? 

Correct option = 2, ""A rusty pulley that needs to be oiled""",,q10a: Explain your reasoning about the work required. ,q10a code,"q11: Jacob uses a fixed pulley to lift a box 1 meter. He then uses the same pulley to lift an identical box 2 meters. In which condition did Jacob do more work?

Correct option = 2, ""When lifting the box 2 meters""",,q11a: Explain your reasoning about the work done in this question.,q11a code,"q13: If you ignore friction, which one of the following pulley set-ups will give the most mechanical advantage?
 
Correct option =  4, ""A double compound pulley""",,q13a: Explain your reasoning about mechanical advantage in this question.,q13a code,"q14: If you ignore friction, which one of the following pulley set-ups will give more mechanical advantage?

Correct option = 3, ""Pulley set-up A and Pulley set-up B will give you the same mechanical advantage""",,q14a: Explain your reasoning about mechanical advantage in this question.,q14a code
Pulley9-10-69,1,Increase,Because the srting would be longer,1,2,Decrease,I dont know,0,1,A well-oiled pulley,Because if you used a rusty one it would be all scrapey ,1,2,Decrease,Because a single movable is easier and smooth :),1,1,Increase,Because you are lifting a watermelon and that requires alot of work. ;) ,0,1,Jane is doing more work,Beacause Jane is lifting the box striaght up as to mary is using a pulley ,0,1,A well-oiled pulley,Because it would be oiled and not rusty and hard,1,2,When lifting the box 2 meters,Because the load has gone farther up ,1,4,A double compound pulley,More string and i dont know really sorry:(,1,2,Pulley set-up B,has a extra pulley,0
Pulley9-10-68,3,Stay the same,If you are going to pull a watermelon up to your tree house with a pulley it wouldn't make the hight different if you used a different pulley,0,1,Increase,I picked increase because it could be harder to pull up a watermelon with one but super easy with the other.,0,1,A well-oiled pulley,A well-oiled pulley because it would be easier to pull the load up instead of using a rusty old thing that would take ten minutes to get the load to the top.,1,1,Increase,It would be more difficult to pull straight up instead of pulling down,0,3,Stay the same,Your not changing the work inless your changing the hight ,3,3,Jane and Mary are doing the same work,they are doing the same work because they are not lifting to two different hights,3,3,Both pulleys will require the same work,they both are doing the same amount of work because they are not changing the hight,0,2,When lifting the box 2 meters,because it was lifted higher,1,4,A double compound pulley,because it has more pulleys,1,2,Pulley set-up B,because it has more pulleys,0
Pulley9-10-67,1,Increase,you are changing the pulley so it would be less force.,1,2,Decrease,the force goes up so the applied force goes down,1,1,A well-oiled pulley,if it is a rusty pulley it will take more applied force to pull it.,1,3,Stay the same,you arent changing anything and there isnt any friction so it wouldnt change,0,3,Stay the same,the force would stay the same because the force goes up,0,1,Jane is doing more work,she is lifting it straight up and mary is lifting it little by little so its not as much work.,0,2,A rusty pulley that needs to be oiled,if its rusty it will take more work to get it to move.,1,2,When lifting the box 2 meters,he had to lift it higher so it is more work.,1,1,One fixed pulley,it doesnt take as much work and force so the MA should be highest in this pulley.,0,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,length divided by height,1
Pulley9-10-66,3,Stay the same,in the online labs distance pulled and distance moved allways stayed the same,0,2,Decrease,fixed pullies didn't change force,1,1,A well-oiled pulley,friction effects fixed pullis ,2,2,Decrease,movable pullies showed to use less applied force in our testing ,1,3,Stay the same,work doesn't change because distance and force are changing changeing in an invert ,2,3,Jane and Mary are doing the same work,Mary would have to pull farther but her force would decrease,2,2,A rusty pulley that needs to be oiled,a well rusty would be effected more by friction so its force would go up,2,2,When lifting the box 2 meters,distance increased,1,4,A double compound pulley,in the labs ma went up for each additional pulley,1,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,in testing adding  fixed pulley did nothing,1
Pulley9-10-65,2,Decrease,because you would have to lift higher because it would have a less MA because from our research a fixed pulley would have more MA than a moveable,0,2,Decrease,Also from our research we have discovered that a moveable pulley would require less amount of force,1,1,A well-oiled pulley,Becaused an oiled pulley would cause a pulleys WHEEL to slide more with the load.,1,2,Decrease,Because the applied force of a movable pulley is required less.,1,2,Decrease,Because the formula for work(J)is Force(N)*Distance(D).,0,1,Jane is doing more work,because using your own force would applie more force because using the machine would have a greater MA.,0,1,A well-oiled pulley,because it will slide easier.                                                                                                                                   ,1,2,When lifting the box 2 meters,because the distance is greater force*distance.,2,4,A double compound pulley,because with an extra fixed pulley you have less MA.If the pulley is not compound it has less MA.,1,1,Pulley set-up A,"because a fixed pulley like B, my project research shows that a fixed pulley like B would have less MA.",0
Pulley9-10-64,1,Increase,movable pulleys take up more string,1,2,Decrease,movable pulleys use less AF than fixed,1,1,A well-oiled pulley,oil is slippery so it would be easyer than a rusty pulley ,1,2,Decrease,movable pulleys use less AF than fixed,1,2,Decrease,movable pulleys use less work than fixed,0,1,Jane is doing more work,pulles make work easyer,0,2,A rusty pulley that needs to be oiled,oil is slippery so it would be easyer than a rusty pulley ,1,2,When lifting the box 2 meters,when you lift a box higher it will get harder ,1,4,A double compound pulley,the more pullys you have most of the time you have more MA,1,2,Pulley set-up B,the more pullys you have most of the time you have more MA,0
Pulley9-10-63,3,Stay the same,I don't know.,0,3,Stay the same,I don't know.,0,1,A well-oiled pulley,Because you want a pulley that is clean so it would make work easier.,1,3,Stay the same,I don't know.,0,3,Stay the same,0,0,4,Not enough information to decide,Because you don't know what type of pulley Jane is using.,0,1,A well-oiled pulley,Because you want a good pulley that is clean and you don't want to add more applied force.,1,2,When lifting the box 2 meters,Because he is pulling the box a little farther.,1,3,One movable pulley,I don't know.,0,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,Because the same string is going thruogh both systems.,1
Pulley9-10-62,1,Increase,because the movable has more distace pulled then th single fixed,1,2,Decrease,it has 2 supporting strans so it will have less applied foce and more M.A.,2,2,A rusty pulley that needs to be oiled,it will have more grip on the string,0,2,Decrease,because the movable has 2 supporting strans and the sigle fixed only has one ,2,2,Decrease,it would deacrease because,0,1,Jane is doing more work,because a si8gle compound will cut the work in half,0,3,Both pulleys will require the same work,it dose not matterif it is oiled or not ,0,2,When lifting the box 2 meters,the highter u lift the box the.The more work ,1,4,A double compound pulley,the more supporting strans u have the more M.A.,2,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,it done not mater how much wheels u put on a single fixed,1
Pulley9-10-61,3,Stay the same,your still lifting it to the same hight.,0,3,Stay the same,there is no friction.,0,1,A well-oiled pulley,if oiled less friction less A.F.,2,1,Increase,if you pull down it's easier.,0,3,Stay the same,there is no friction.,1,1,Jane is doing more work,pullies are easier.,0,2,A rusty pulley that needs to be oiled,higher friction high work.,2,2,When lifting the box 2 meters,if you lift it higher more work. ,1,4,A double compound pulley,less A.F. more M.A.,1,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,for fixed pullies it doesn't matter how many there are.,1
Pulley9-10-60,3,Stay the same,the type of pulley when you are using singles doesnt change the distance,0,2,Decrease,we tested that variable and it didn't change,0,1,A well-oiled pulley,oil reduces friction which reduces force ,2,2,Decrease,we tested those systems and our data supports my answer,1,3,Stay the same,the trade in distance to force would even out     ,2,1,Jane is doing more work,more force more work,0,2,A rusty pulley that needs to be oiled,more friction more force ,2,2,When lifting the box 2 meters,more distane more work,1,4,A double compound pulley,the formula for MA gives that one more,1,2,Pulley set-up B,the distane pulled and the distance thestring is pulled is greater than the distance the object moves ,0
Pulley9-10-6,3,Stay the same,"it would stay the same because no matter what kind of pulley you use, it will always have the same distance to pull it up.",0,1,Increase,because the single fixed pulley had more MA (mechanical advantage) than the single movable pulley. we know this becasue we did a simulation and when we saw the MA than the single fixed pulley had an MA of 4 and the single movable pulley system had an MA of 1,0,1,A well-oiled pulley,a well oiled pulley would require less force if it was well oiled and it would move more smoothly than the one that needs to be oiled because if it was not oiled well than you would have to pull it up all of the bumps.,1,1,Increase,the applied force would increase because the non-movable pulleys would have less applied force and it would have more MA than the movable pulley system.,0,1,Increase,the work would increase because the work is te same thing as effort you put in to pull the object to where it needs to get to.,0,1,Jane is doing more work,Jane is doing more work because she is lifting the box without a pulley and a pulley is used to make it the least work possible.,0,1,A well-oiled pulley,a well oiled pulley would work better because it would come up more smoothly than a rusty pulley.,0,4,Not enough information to decide,i can't decide ont his question because the pictures don't tell the MA so you have no idea took less force and more MA.,0,2,Two fixed pulleys,two compound pulleys would work better because they are in the set up that always has more MA than the movable pulley,0,2,Pulley set-up B,"it doesnt matter how many pulleys you have it matters what kind of place they are set-up in, but in this case, the second one would work better because it is a fixed pulley and it has more pulleys than the other one.",0
